Date,Close/Last,Volume,Open,High,Low
08/23/2022,$296.4533,63985056,$291.4533,$298.8266,$287.9233
08/22/2022,$289.9133,55843356,$291.9133,$292.4,$286.2966
08/19/2022,$296.6666,61395396,$299,$300.36,$292.5
08/18/2022,$302.87,47500535,$306,$306.5,$301.8533
08/17/2022,$303.9966,68765977,$303.3966,$309.6566,$300.0333
08/16/2022,$306.5633,88136319,$311.6666,$314.6666,$302.8833
08/15/2022,$309.32,89359179,$301.7866,$313.1333,$301.23
08/12/2022,$300.03,79657298,$289.415,$300.16,$285.0333
08/11/2022,$286.63,70155067,$296.5133,$298.2366,$285.8333
08/10/2022,$294.3566,94918869,$297.0666,$297.51,$283.37
08/09/2022,$283.3333,86244699,$290.2933,$292.3966,$279.3533
08/08/2022,$290.4233,99365290,$295,$305.2,$289.0854
08/05/2022,$288.17,113172911,$302.67,$304.6066,$285.5446
08/04/2022,$308.6333,72256327,$311,$313.6066,$305
08/03/2022,$307.3966,80091128,$305,$309.55,$301.15
08/02/2022,$300.5866,95577490,$294.0033,$307.8333,$292.6666
08/01/2022,$297.2766,117042912,$301.275,$311.8782,$295
07/29/2022,$297.15,95312890,$280.7,$298.32,$279.1
07/28/2022,$280.9,84723008,$280.0666,$283.3,$272.8
07/27/2022,$274.82,88110009,$263.81,$275.9256,$261.79
07/26/2022,$258.86,66820777,$266.5133,$267.3099,$256.2633
07/25/2022,$268.4333,64073526,$272.2166,$274.1466,$267.4
07/22/2022,$272.2433,103472860,$276.22,$280.7866,$270.7133
07/21/2022,$271.7066,142032194,$255.1066,$273.2666,$254.8666
07/20/2022,$247.5,88864089,$246.7833,$250.6633,$243.483
07/19/2022,$245.53,80890118,$245,$247.14,$236.9766
07/18/2022,$240.5466,82537448,$244.9366,$250.5166,$239.6033
07/15/2022,$240.0666,69683017,$240,$243.6233,$236.89
07/14/2022,$238.3133,78557498,$234.8966,$238.6533,$229.3333
07/13/2022,$237.04,97954510,$225.5,$242.0599,$225.0333
07/12/2022,$233.07,87930969,$236.8466,$239.7733,$228.3683
07/11/2022,$234.3433,99509230,$252.1033,$253.0633,$233.6266
07/08/2022,$250.7633,101854090,$242.3333,$254.9799,$241.1614
07/07/2022,$244.5433,81930698,$233.92,$245.3616,$232.21
07/06/2022,$231.7333,71853637,$230.78,$234.5633,$227.1866
07/05/2022,$233.0666,84779108,$223,$233.1466,$216.1667
07/01/2022,$227.2633,74460457,$227,$230.23,$222.12
06/30/2022,$224.4733,94600449,$224.51,$229.4566,$218.8633
06/29/2022,$228.49,82897268,$230.5,$231.1733,$222.2733
06/28/2022,$232.6633,90666519,$244.4833,$249.97,$232.3433
06/27/2022,$244.92,89178309,$249.3666,$252.07,$242.5655
06/24/2022,$245.7066,95770720,$237.4683,$246.0666,$236.0866
06/23/2022,$235.07,104202700,$237.905,$239.3166,$228.6366
06/22/2022,$236.0866,101527270,$234.5033,$246.8333,$233.8266
06/21/2022,$237.0366,122792982,$224.6033,$243.5773,$224.3333
06/17/2022,$216.76,92641779,$213.4333,$220.9694,$213.1966
06/16/2022,$213.1,107390711,$222.7366,$225.1666,$208.6933
06/15/2022,$233,119131962,$220.9166,$235.6633,$218.15
06/14/2022,$220.89,97988800,$218.2866,$226.33,$211.7366
06/13/2022,$215.7366,102767260,$223.1666,$226.6333,$214.6833
06/10/2022,$232.23,98090920,$235.1566,$239.5,$227.9133
06/09/2022,$239.7066,96491320,$249.34,$255.5466,$239.3266
06/08/2022,$241.8666,76210628,$240.0866,$249.9633,$239.1766
06/07/2022,$238.8866,72808597,$234,$239.9966,$230.0933
06/06/2022,$238.28,84204518,$244.3533,$244.8666,$234.35
06/03/2022,$234.5166,112393751,$243.225,$247.7966,$233.4178
06/02/2022,$258.3333,93473139,$244.1566,$264.21,$242.0666
06/01/2022,$246.79,77247968,$251.72,$257.3266,$243.64
05/31/2022,$252.7533,101914390,$257.9466,$259.6,$244.7433
05/27/2022,$253.21,89294979,$241.0833,$253.2666,$240.177
05/26/2022,$235.91,106003361,$220.4733,$239.5566,$217.8866
05/25/2022,$219.6,92139339,$207.95,$223.1066,$207.67
05/24/2022,$209.3866,89092539,$217.8433,$217.9733,$206.8566
05/23/2022,$224.9666,88903659,$218.34,$226.6517,$212.6866
05/20/2022,$221.3,144973334,$237.9966,$240.5273,$211
05/19/2022,$236.4733,90296679,$235.6666,$244.6666,$231.37
05/18/2022,$236.6033,87811809,$248.1733,$253.5,$233.6033
05/17/2022,$253.87,80236118,$249.12,$254.8266,$242.95
05/16/2022,$241.4566,86098539,$255.72,$256.5866,$239.6961
05/13/2022,$256.53,92150739,$257.8266,$262.4499,$250.5216
05/12/2022,$242.6666,140312864,$233.6666,$253.22,$226.6666
05/11/2022,$244.6666,97224460,$265,$269.9233,$242.4
05/10/2022,$266.68,84401648,$273.1033,$275.12,$258.0833
05/09/2022,$262.37,90810219,$278.8166,$281.8766,$260.3833
05/06/2022,$288.55,72903127,$295.6666,$296,$281.035
05/05/2022,$291.0933,92519199,$313.07,$315.2,$285.9
05/04/2022,$317.54,81643718,$301.3133,$318.5,$295.0933
05/03/2022,$303.0833,63709596,$301.06,$308.0266,$296.1966
05/02/2022,$300.98,75781388,$286.9233,$302.1199,$282.6766
04/29/2022,$290.2533,88133019,$300.75,$311.4666,$290
04/28/2022,$292.5033,124948542,$299.9933,$300,$273.9
04/27/2022,$293.8366,76956398,$299.5266,$306,$292.4533
04/26/2022,$292.14,136133684,$331.81,$333.3333,$291.6666
04/25/2022,$332.6733,68341357,$326.3233,$336.2066,$325.1
04/22/2022,$335.0166,69696577,$338.3033,$344.95,$331.3333
04/21/2022,$336.26,105416351,$358.2433,$364.0733,$332.1383
04/20/2022,$325.7333,70711327,$343.3333,$344.6666,$325.0833
04/19/2022,$342.7166,49847825,$335.02,$344.98,$331.775
04/18/2022,$334.7633,51715235,$329.6766,$338.3066,$324.47
04/14/2022,$328.3333,58422426,$333.0966,$337.5699,$327.3966
04/13/2022,$340.79,55121226,$327.025,$342.08,$324.3656
04/12/2022,$328.9833,65976097,$332.5466,$340.3973,$325.5333
04/11/2022,$325.31,59357226,$326.8,$336.156,$324.88
04/08/2022,$341.83,55013706,$347.7366,$349.48,$340.8116
04/07/2022,$352.42,79447058,$350.7966,$358.8633,$340.5133
04/06/2022,$348.5866,89348559,$357.8233,$359.6666,$342.5666
04/05/2022,$363.7533,80075018,$378.7666,$384.29,$362.4333
04/04/2022,$381.8166,82177718,$363.1266,$383.3033,$357.51
04/01/2022,$361.53,54263225,$360.3833,$364.9166,$355.5466
03/31/2022,$359.2,48992765,$364.8566,$367.7133,$358.8803
03/30/2022,$364.6633,59865006,$363.7233,$371.3166,$361.3333
03/29/2022,$366.5233,73614817,$369.33,$371.59,$357.7033
03/28/2022,$363.9466,102506080,$355.0333,$365.9599,$351.2
03/25/2022,$336.88,62031546,$336,$340.5999,$332.44
03/24/2022,$337.9733,68920897,$336.5766,$341.4966,$329.6
03/23/2022,$333.0366,120676152,$326.6466,$346.9,$325.4666
03/22/2022,$331.3266,105868571,$310,$332.62,$307.25
03/21/2022,$307.0533,81981668,$304.9933,$314.2833,$302.3633
03/18/2022,$301.7966,100414210,$291.4966,$302.6166,$289.13
03/17/2022,$290.5333,66582967,$276.9966,$291.6666,$275.2392
03/16/2022,$280.0766,84028838,$269.6666,$280.6666,$267.42
03/15/2022,$267.2966,66841147,$258.4233,$268.5233,$252.19
03/14/2022,$255.4566,71152267,$260.2033,$266.9,$252.0133
03/11/2022,$265.1166,67037167,$280.0656,$281.2673,$264.59
03/10/2022,$279.4333,58648656,$283.8166,$284.8166,$270.12
03/09/2022,$286.3233,59183976,$279.8266,$286.8533,$277.3366
03/08/2022,$274.8,80399108,$265.1766,$283.33,$260.7233
03/07/2022,$268.1933,72494167,$285.4333,$288.7133,$268.19
03/04/2022,$279.43,67179877,$283.0333,$285.2166,$275.0536
03/03/2022,$279.7633,61623516,$292.9233,$295.4796,$277.5333
03/02/2022,$293.2966,74643457,$290.71,$295.4933,$281.424
03/01/2022,$288.1233,74766877,$289.8933,$296.6266,$284.5933
02/28/2022,$290.1433,99006880,$271.67,$292.2866,$271.5691
02/25/2022,$269.9566,76067768,$269.7433,$273.1666,$260.8001
02/24/2022,$266.9233,135322304,$233.4633,$267.4933,$233.3333
02/23/2022,$254.68,95257030,$276.81,$278.4332,$253.52
02/22/2022,$273.8433,83288198,$278.0433,$285.5779,$267.0333
02/18/2022,$285.66,68501857,$295.3333,$295.6233,$279.2033
02/17/2022,$292.1166,55178436,$304.42,$306.1666,$291.3666
02/16/2022,$307.7966,51294395,$304.6833,$308.8099,$300.4033
02/15/2022,$307.4766,57649536,$300,$307.6666,$297.7924
02/14/2022,$291.92,67756417,$287.19,$299.6266,$284.3833
02/11/2022,$286.6666,79645868,$303.21,$305.32,$283.5666
02/10/2022,$301.5166,66126847,$302.79,$314.6033,$298.9
02/09/2022,$310.6666,52259555,$311.6666,$315.4233,$306.6666
02/08/2022,$307.3333,50729015,$301.8433,$308.7633,$298.2666
02/07/2022,$302.4466,60994476,$307.93,$315.9233,$300.9029
02/04/2022,$307.7733,73625467,$299.0733,$312.1666,$293.7233
02/03/2022,$297.0466,78855578,$294,$312.3333,$293.5066
02/02/2022,$301.8866,66793057,$309.3933,$310.5,$296.47
02/01/2022,$310.4166,73138357,$311.7366,$314.5666,$301.6666
01/31/2022,$312.24,104436100,$290.9033,$312.6633,$287.35
01/28/2022,$282.1166,134788963,$277.1866,$285.8333,$264.0033
01/27/2022,$276.3666,147109575,$311.12,$311.7966,$276.3333
01/26/2022,$312.47,104867290,$317.4766,$329.23,$302
01/25/2022,$306.1333,86595909,$304.7333,$317.0866,$301.07
01/24/2022,$310,152375145,$301.5866,$311.171,$283.8233
01/21/2022,$314.6333,103416040,$332.1133,$334.85,$313.5
01/20/2022,$332.09,70488757,$336.5766,$347.22,$331.3333
01/19/2022,$331.8833,75442508,$347.235,$351.5566,$331.6666
01/18/2022,$343.5033,66989407,$342.2016,$356.9299,$338.6866
01/14/2022,$349.87,72924427,$339.96,$350.6666,$337.7929
01/13/2022,$343.8533,97209790,$369.6883,$371.8666,$342.1797
01/12/2022,$368.74,83739038,$359.6166,$371.6133,$357.53
01/11/2022,$354.8,66063217,$351.2233,$358.6166,$346.2733
01/10/2022,$352.7066,91814889,$333.3333,$353.0333,$326.6666
01/07/2022,$342.32,84164768,$360.1233,$360.3099,$336.6666
01/06/2022,$354.9,90336489,$359,$362.6666,$340.1666
01/05/2022,$362.7066,80119808,$382.2166,$390.1133,$360.3367
01/04/2022,$383.1966,100248280,$396.5166,$402.6666,$374.35
01/03/2022,$399.9266,104686060,$382.5833,$400.3566,$378.68
12/31/2021,$352.26,40733644,$357.8148,$360.6666,$351.53
12/30/2021,$356.78,47040935,$353.7766,$365.1833,$351.05
12/29/2021,$362.0633,56154066,$366.2133,$368,$354.7133
12/28/2021,$362.8233,60323916,$369.83,$372.9999,$359.4733
12/27/2021,$364.6466,71145817,$357.89,$372.3333,$356.905
12/23/2021,$355.6666,92713299,$335.6,$357.6589,$332.52
12/22/2021,$336.29,93634089,$321.8866,$338.5533,$319.0166
12/21/2021,$312.8433,71517937,$305.6233,$313.1666,$295.3733
12/20/2021,$299.98,56480016,$303.5666,$307.2294,$297.7966
